2018-06-08 15:27:49.303350	start
2018-06-08 15:27:51.303350	Raise right hand
2018-06-08 15:27:55.303350	end
2018-06-08 15:27:59.303350	Raise right hand
2018-06-08 15:28:03.303350	end
2018-06-08 15:28:07.303350	Raise right hand
2018-06-08 15:28:11.303350	end
2018-06-08 15:28:15.303350	Raise right hand
2018-06-08 15:28:19.303350	end
2018-06-08 15:28:23.303350	Raise right hand
2018-06-08 15:28:27.303350	end
2018-06-08 15:28:31.303350	Raise left hand
2018-06-08 15:28:35.303350	end
2018-06-08 15:28:39.303350	Raise right hand
2018-06-08 15:28:43.303350	end
2018-06-08 15:28:47.303350	Raise left hand
2018-06-08 15:28:51.303350	end
2018-06-08 15:28:55.303350	Raise left hand
2018-06-08 15:28:59.303350	end
2018-06-08 15:29:03.303350	Raise left hand
2018-06-08 15:29:07.303350	end
2018-06-08 15:29:11.303350	Raise right hand
2018-06-08 15:29:15.303350	end
2018-06-08 15:29:19.303350	Raise left hand
2018-06-08 15:29:23.303350	end
2018-06-08 15:29:27.303350	Raise right hand
2018-06-08 15:29:31.303350	end
2018-06-08 15:29:35.303350	Raise left hand
2018-06-08 15:29:39.303350	end
2018-06-08 15:29:43.303350	Raise right hand
2018-06-08 15:29:47.303350	end
2018-06-08 15:29:51.303350	Raise left hand
2018-06-08 15:29:55.303350	end
2018-06-08 15:29:59.303350	Raise left hand
2018-06-08 15:30:03.303350	end
2018-06-08 15:30:07.303350	Raise left hand
2018-06-08 15:30:11.303350	end
2018-06-08 15:30:15.303350	Raise right hand
2018-06-08 15:30:19.303350	end
2018-06-08 15:30:23.303350	Raise left hand
2018-06-08 15:30:27.303350	end
2018-06-08 15:30:31.303350	Raise right hand
2018-06-08 15:30:35.303350	end
2018-06-08 15:30:39.303350	Raise right hand
2018-06-08 15:30:43.303350	end
2018-06-08 15:30:47.303350	Raise left hand
2018-06-08 15:30:51.303350	end
2018-06-08 15:30:55.303350	Raise left hand
2018-06-08 15:30:59.303350	end
