2018-06-08 15:46:10.259665	start
2018-06-08 15:46:12.259665	Raise right hand
2018-06-08 15:46:16.259665	end
2018-06-08 15:46:20.259665	Raise left hand
2018-06-08 15:46:24.259665	end
2018-06-08 15:46:28.259665	Raise right hand
2018-06-08 15:46:32.259665	end
2018-06-08 15:46:36.259665	Raise left hand
2018-06-08 15:46:40.259665	end
2018-06-08 15:46:44.259665	Raise left hand
2018-06-08 15:46:48.259665	end
2018-06-08 15:46:52.259665	Raise right hand
2018-06-08 15:46:56.259665	end
2018-06-08 15:47:00.259665	Raise right hand
2018-06-08 15:47:04.259665	end
2018-06-08 15:47:08.259665	Raise right hand
2018-06-08 15:47:12.259665	end
2018-06-08 15:47:16.259665	Raise right hand
2018-06-08 15:47:20.259665	end
2018-06-08 15:47:24.259665	Raise right hand
2018-06-08 15:47:28.259665	end
2018-06-08 15:47:32.259665	Raise left hand
2018-06-08 15:47:36.259665	end
2018-06-08 15:47:40.259665	Raise left hand
2018-06-08 15:47:44.259665	end
2018-06-08 15:47:48.259665	Raise right hand
2018-06-08 15:47:52.259665	end
2018-06-08 15:47:56.259665	Raise left hand
2018-06-08 15:48:00.259665	end
2018-06-08 15:48:04.259665	Raise right hand
2018-06-08 15:48:08.259665	end
2018-06-08 15:48:12.259665	Raise left hand
2018-06-08 15:48:16.259665	end
2018-06-08 15:48:20.259665	Raise right hand
2018-06-08 15:48:24.259665	end
2018-06-08 15:48:28.259665	Raise right hand
2018-06-08 15:48:32.259665	end
2018-06-08 15:48:36.259665	Raise left hand
2018-06-08 15:48:40.259665	end
2018-06-08 15:48:44.259665	Raise left hand
2018-06-08 15:48:48.259665	end
2018-06-08 15:48:52.259665	Raise right hand
2018-06-08 15:48:56.259665	end
2018-06-08 15:49:00.259665	Raise left hand
2018-06-08 15:49:04.259665	end
2018-06-08 15:49:08.259665	Raise left hand
2018-06-08 15:49:12.259665	end
2018-06-08 15:49:16.259665	Raise left hand
2018-06-08 15:49:20.259665	end
