2018-06-07 15:11:24.587162	start
2018-06-07 15:11:26.587162	Raise left hand
2018-06-07 15:11:30.587162	end
2018-06-07 15:11:34.587162	Raise right hand
2018-06-07 15:11:38.587162	end
2018-06-07 15:11:42.587162	Raise left hand
2018-06-07 15:11:46.587162	end
2018-06-07 15:11:50.587162	Raise right hand
2018-06-07 15:11:54.587162	end
2018-06-07 15:11:58.587162	Raise right hand
2018-06-07 15:12:02.587162	end
2018-06-07 15:12:06.587162	Raise right hand
2018-06-07 15:12:10.587162	end
2018-06-07 15:12:14.587162	Raise right hand
2018-06-07 15:12:18.587162	end
2018-06-07 15:12:22.587162	Raise right hand
2018-06-07 15:12:26.587162	end
2018-06-07 15:12:30.587162	Raise right hand
2018-06-07 15:12:34.587162	end
2018-06-07 15:12:38.587162	Raise left hand
2018-06-07 15:12:42.587162	end
2018-06-07 15:12:46.587162	Raise right hand
2018-06-07 15:12:50.587162	end
2018-06-07 15:12:54.587162	Raise right hand
