2018-06-08 15:23:43.354774	start
2018-06-08 15:23:45.354774	Raise right hand
2018-06-08 15:23:49.354774	end
2018-06-08 15:23:53.354774	Raise right hand
2018-06-08 15:23:57.354774	end
2018-06-08 15:24:01.354774	Raise left hand
2018-06-08 15:24:05.354774	end
2018-06-08 15:24:09.354774	Raise right hand
2018-06-08 15:24:13.354774	end
2018-06-08 15:24:17.354774	Raise right hand
2018-06-08 15:24:21.354774	end
2018-06-08 15:24:25.354774	Raise right hand
2018-06-08 15:24:29.354774	end
2018-06-08 15:24:33.354774	Raise left hand
2018-06-08 15:24:37.354774	end
2018-06-08 15:24:41.354774	Raise left hand
2018-06-08 15:24:45.354774	end
2018-06-08 15:24:49.354774	Raise right hand
2018-06-08 15:24:53.354774	end
2018-06-08 15:24:57.354774	Raise left hand
2018-06-08 15:25:01.354774	end
2018-06-08 15:25:05.354774	Raise right hand
2018-06-08 15:25:09.354774	end
2018-06-08 15:25:13.354774	Raise left hand
2018-06-08 15:25:17.354774	end
2018-06-08 15:25:21.354774	Raise right hand
2018-06-08 15:25:25.354774	end
2018-06-08 15:25:29.354774	Raise left hand
2018-06-08 15:25:33.354774	end
2018-06-08 15:25:37.354774	Raise left hand
2018-06-08 15:25:41.354774	end
2018-06-08 15:25:45.354774	Raise right hand
2018-06-08 15:25:49.354774	end
2018-06-08 15:25:53.354774	Raise left hand
2018-06-08 15:25:57.354774	end
2018-06-08 15:26:01.354774	Raise left hand
2018-06-08 15:26:05.354774	end
2018-06-08 15:26:09.354774	Raise right hand
2018-06-08 15:26:13.354774	end
2018-06-08 15:26:17.354774	Raise left hand
2018-06-08 15:26:21.354774	end
2018-06-08 15:26:25.354774	Raise right hand
2018-06-08 15:26:29.354774	end
2018-06-08 15:26:33.354774	Raise left hand
2018-06-08 15:26:37.354774	end
2018-06-08 15:26:41.354774	Raise left hand
2018-06-08 15:26:45.354774	end
2018-06-08 15:26:49.354774	Raise right hand
2018-06-08 15:26:53.354774	end
