2018-06-08 15:31:55.426417	start
2018-06-08 15:31:57.426417	Raise left hand
2018-06-08 15:32:01.426417	end
2018-06-08 15:32:05.426417	Raise right hand
2018-06-08 15:32:09.426417	end
2018-06-08 15:32:13.426417	Raise right hand
2018-06-08 15:32:17.426417	end
2018-06-08 15:32:21.426417	Raise right hand
2018-06-08 15:32:25.426417	end
2018-06-08 15:32:29.426417	Raise right hand
2018-06-08 15:32:33.426417	end
2018-06-08 15:32:37.426417	Raise left hand
2018-06-08 15:32:41.426417	end
2018-06-08 15:32:45.426417	Raise right hand
2018-06-08 15:32:49.426417	end
2018-06-08 15:32:53.426417	Raise right hand
2018-06-08 15:32:57.426417	end
2018-06-08 15:33:01.426417	Raise left hand
2018-06-08 15:33:05.426417	end
2018-06-08 15:33:09.426417	Raise left hand
2018-06-08 15:33:13.426417	end
2018-06-08 15:33:17.426417	Raise left hand
2018-06-08 15:33:21.426417	end
2018-06-08 15:33:25.426417	Raise left hand
2018-06-08 15:33:29.426417	end
2018-06-08 15:33:33.426417	Raise right hand
2018-06-08 15:33:37.426417	end
2018-06-08 15:33:41.426417	Raise left hand
2018-06-08 15:33:45.426417	end
2018-06-08 15:33:49.426417	Raise right hand
2018-06-08 15:33:53.426417	end
2018-06-08 15:33:57.426417	Raise right hand
2018-06-08 15:34:01.426417	end
2018-06-08 15:34:05.426417	Raise left hand
2018-06-08 15:34:09.426417	end
2018-06-08 15:34:13.426417	Raise left hand
2018-06-08 15:34:17.426417	end
2018-06-08 15:34:21.426417	Raise right hand
2018-06-08 15:34:25.426417	end
2018-06-08 15:34:29.426417	Raise right hand
2018-06-08 15:34:33.426417	end
2018-06-08 15:34:37.426417	Raise left hand
2018-06-08 15:34:41.426417	end
2018-06-08 15:34:45.426417	Raise left hand
2018-06-08 15:34:49.426417	end
2018-06-08 15:34:53.426417	Raise right hand
2018-06-08 15:34:57.426417	end
2018-06-08 15:35:01.426417	Raise left hand
2018-06-08 15:35:05.426417	end
