2018-06-08 15:35:33.009989	start
2018-06-08 15:35:35.009989	Raise right hand
2018-06-08 15:35:39.009989	end
2018-06-08 15:35:43.009989	Raise right hand
2018-06-08 15:35:47.009989	end
2018-06-08 15:35:51.009989	Raise right hand
2018-06-08 15:35:55.009989	end
2018-06-08 15:35:59.009989	Raise right hand
2018-06-08 15:36:03.009989	end
2018-06-08 15:36:07.009989	Raise left hand
2018-06-08 15:36:11.009989	end
2018-06-08 15:36:15.009989	Raise left hand
2018-06-08 15:36:19.009989	end
2018-06-08 15:36:23.009989	Raise right hand
2018-06-08 15:36:27.009989	end
2018-06-08 15:36:31.009989	Raise left hand
2018-06-08 15:36:35.009989	end
2018-06-08 15:36:39.009989	Raise right hand
2018-06-08 15:36:43.009989	end
2018-06-08 15:36:47.009989	Raise right hand
2018-06-08 15:36:51.009989	end
2018-06-08 15:36:55.009989	Raise right hand
2018-06-08 15:36:59.009989	end
2018-06-08 15:37:03.009989	Raise left hand
2018-06-08 15:37:07.009989	end
2018-06-08 15:37:11.009989	Raise right hand
2018-06-08 15:37:15.009989	end
2018-06-08 15:37:19.009989	Raise left hand
2018-06-08 15:37:23.009989	end
2018-06-08 15:37:27.009989	Raise right hand
2018-06-08 15:37:31.009989	end
2018-06-08 15:37:35.009989	Raise left hand
2018-06-08 15:37:39.009989	end
2018-06-08 15:37:43.009989	Raise left hand
2018-06-08 15:37:47.009989	end
2018-06-08 15:37:51.009989	Raise left hand
2018-06-08 15:37:55.009989	end
2018-06-08 15:37:59.009989	Raise left hand
2018-06-08 15:38:03.009989	end
2018-06-08 15:38:07.009989	Raise right hand
2018-06-08 15:38:11.009989	end
2018-06-08 15:38:15.009989	Raise left hand
2018-06-08 15:38:19.009989	end
2018-06-08 15:38:23.009989	Raise right hand
2018-06-08 15:38:27.009989	end
2018-06-08 15:38:31.009989	Raise left hand
2018-06-08 15:38:35.009989	end
2018-06-08 15:38:39.009989	Raise left hand
2018-06-08 15:38:43.009989	end
