2018-06-08 15:54:18.207811	start
2018-06-08 15:54:20.207811	Raise right hand
2018-06-08 15:54:24.207811	end
2018-06-08 15:54:28.207811	Raise left hand
2018-06-08 15:54:32.207811	end
2018-06-08 15:54:36.207811	Raise right hand
2018-06-08 15:54:40.207811	end
2018-06-08 15:54:44.207811	Raise left hand
2018-06-08 15:54:48.207811	end
2018-06-08 15:54:52.207811	Raise right hand
2018-06-08 15:54:56.207811	end
2018-06-08 15:55:00.207811	Raise left hand
2018-06-08 15:55:04.207811	end
2018-06-08 15:55:08.207811	Raise right hand
2018-06-08 15:55:12.207811	end
2018-06-08 15:55:16.207811	Raise left hand
2018-06-08 15:55:20.207811	end
2018-06-08 15:55:24.207811	Raise left hand
2018-06-08 15:55:28.207811	end
2018-06-08 15:55:32.207811	Raise right hand
2018-06-08 15:55:36.207811	end
2018-06-08 15:55:40.207811	Raise right hand
2018-06-08 15:55:44.207811	end
2018-06-08 15:55:48.207811	Raise right hand
2018-06-08 15:55:52.207811	end
2018-06-08 15:55:56.207811	Raise right hand
