2018-06-08 16:52:21.896643	start
2018-06-08 16:52:23.896643	Raise right hand
2018-06-08 16:52:27.896643	end
2018-06-08 16:52:31.896643	Raise left hand
2018-06-08 16:52:35.896643	end
2018-06-08 16:52:39.896643	Raise right hand
2018-06-08 16:52:43.896643	end
2018-06-08 16:52:47.896643	Raise right hand
2018-06-08 16:52:51.896643	end
2018-06-08 16:52:55.896643	Raise left hand
2018-06-08 16:52:59.896643	end
2018-06-08 16:53:03.896643	Raise right hand
2018-06-08 16:53:07.896643	end
2018-06-08 16:53:11.896643	Raise right hand
2018-06-08 16:53:15.896643	end
2018-06-08 16:53:19.896643	Raise left hand
2018-06-08 16:53:23.896643	end
2018-06-08 16:53:27.896643	Raise left hand
2018-06-08 16:53:31.896643	end
2018-06-08 16:53:35.896643	Raise right hand
2018-06-08 16:53:39.896643	end
2018-06-08 16:53:43.896643	Raise left hand
2018-06-08 16:53:47.896643	end
2018-06-08 16:53:51.896643	Raise right hand
2018-06-08 16:53:55.896643	end
2018-06-08 16:53:59.896643	Raise left hand
2018-06-08 16:54:03.896643	end
2018-06-08 16:54:07.896643	Raise right hand
2018-06-08 16:54:11.896643	end
2018-06-08 16:54:15.896643	Raise right hand
2018-06-08 16:54:19.896643	end
2018-06-08 16:54:23.896643	Raise left hand
2018-06-08 16:54:27.896643	end
2018-06-08 16:54:31.896643	Raise left hand
2018-06-08 16:54:35.896643	end
2018-06-08 16:54:39.896643	Raise right hand
2018-06-08 16:54:43.896643	end
2018-06-08 16:54:47.896643	Raise right hand
2018-06-08 16:54:51.896643	end
2018-06-08 16:54:55.896643	Raise left hand
2018-06-08 16:54:59.896643	end
2018-06-08 16:55:03.896643	Raise left hand
2018-06-08 16:55:07.896643	end
2018-06-08 16:55:11.896643	Raise right hand
2018-06-08 16:55:15.896643	end
2018-06-08 16:55:19.896643	Raise left hand
2018-06-08 16:55:23.896643	end
2018-06-08 16:55:27.896643	Raise left hand
2018-06-08 16:55:31.896643	end
