2018-06-08 15:42:36.994918	start
2018-06-08 15:42:38.994918	Raise right hand
2018-06-08 15:42:42.994918	end
2018-06-08 15:42:46.994918	Raise left hand
2018-06-08 15:42:50.994918	end
2018-06-08 15:42:54.994918	Raise right hand
2018-06-08 15:42:58.994918	end
2018-06-08 15:43:02.994918	Raise left hand
2018-06-08 15:43:06.994918	end
2018-06-08 15:43:10.994918	Raise right hand
2018-06-08 15:43:14.994918	end
2018-06-08 15:43:18.994918	Raise left hand
2018-06-08 15:43:22.994918	end
2018-06-08 15:43:26.994918	Raise right hand
2018-06-08 15:43:30.994918	end
2018-06-08 15:43:34.994918	Raise right hand
2018-06-08 15:43:38.994918	end
2018-06-08 15:43:42.994918	Raise left hand
2018-06-08 15:43:46.994918	end
2018-06-08 15:43:50.994918	Raise right hand
2018-06-08 15:43:54.994918	end
2018-06-08 15:43:58.994918	Raise right hand
2018-06-08 15:44:02.994918	end
2018-06-08 15:44:06.994918	Raise left hand
2018-06-08 15:44:10.994918	end
2018-06-08 15:44:14.994918	Raise left hand
2018-06-08 15:44:18.994918	end
2018-06-08 15:44:22.994918	Raise left hand
2018-06-08 15:44:26.994918	end
2018-06-08 15:44:30.994918	Raise right hand
2018-06-08 15:44:34.994918	end
2018-06-08 15:44:38.994918	Raise right hand
2018-06-08 15:44:42.994918	end
2018-06-08 15:44:46.994918	Raise left hand
2018-06-08 15:44:50.994918	end
2018-06-08 15:44:54.994918	Raise right hand
2018-06-08 15:44:58.994918	end
2018-06-08 15:45:02.994918	Raise right hand
2018-06-08 15:45:06.994918	end
2018-06-08 15:45:10.994918	Raise left hand
2018-06-08 15:45:14.994918	end
2018-06-08 15:45:18.994918	Raise left hand
2018-06-08 15:45:22.994918	end
2018-06-08 15:45:26.994918	Raise left hand
2018-06-08 15:45:30.994918	end
2018-06-08 15:45:34.994918	Raise left hand
2018-06-08 15:45:38.994918	end
2018-06-08 15:45:42.994918	Raise right hand
2018-06-08 15:45:46.994918	end
