2018-06-08 16:34:56.321942	start
2018-06-08 16:34:58.321942	Raise left hand
2018-06-08 16:35:02.321942	end
2018-06-08 16:35:06.321942	Raise right hand
2018-06-08 16:35:10.321942	end
2018-06-08 16:35:14.321942	Raise right hand
2018-06-08 16:35:18.321942	end
2018-06-08 16:35:22.321942	Raise right hand
2018-06-08 16:35:26.321942	end
2018-06-08 16:35:30.321942	Raise left hand
2018-06-08 16:35:34.321942	end
2018-06-08 16:35:38.321942	Raise right hand
2018-06-08 16:35:42.321942	end
2018-06-08 16:35:46.321942	Raise right hand
2018-06-08 16:35:50.321942	end
2018-06-08 16:35:54.321942	Raise right hand
2018-06-08 16:35:58.321942	end
2018-06-08 16:36:02.321942	Raise left hand
2018-06-08 16:36:06.321942	end
2018-06-08 16:36:10.321942	Raise left hand
2018-06-08 16:36:14.321942	end
2018-06-08 16:36:18.321942	Raise right hand
2018-06-08 16:36:22.321942	end
2018-06-08 16:36:26.321942	Raise left hand
2018-06-08 16:36:30.321942	end
2018-06-08 16:36:34.321942	Raise right hand
2018-06-08 16:36:38.321942	end
2018-06-08 16:36:42.321942	Raise left hand
2018-06-08 16:36:46.321942	end
2018-06-08 16:36:50.321942	Raise left hand
2018-06-08 16:36:54.321942	end
2018-06-08 16:36:58.321942	Raise left hand
2018-06-08 16:37:02.321942	end
2018-06-08 16:37:06.321942	Raise left hand
2018-06-08 16:37:10.321942	end
2018-06-08 16:37:14.321942	Raise right hand
2018-06-08 16:37:18.321942	end
2018-06-08 16:37:22.321942	Raise right hand
2018-06-08 16:37:26.321942	end
2018-06-08 16:37:30.321942	Raise left hand
2018-06-08 16:37:34.321942	end
2018-06-08 16:37:38.321942	Raise right hand
2018-06-08 16:37:42.321942	end
2018-06-08 16:37:46.321942	Raise right hand
2018-06-08 16:37:50.321942	end
2018-06-08 16:37:54.321942	Raise left hand
2018-06-08 16:37:58.321942	end
2018-06-08 16:38:02.321942	Raise left hand
2018-06-08 16:38:06.321942	end
