2018-06-08 16:31:20.189695	start
2018-06-08 16:31:22.189695	Raise right hand
2018-06-08 16:31:26.189695	end
2018-06-08 16:31:30.189695	Raise left hand
2018-06-08 16:31:34.189695	end
2018-06-08 16:31:38.189695	Raise right hand
2018-06-08 16:31:42.189695	end
2018-06-08 16:31:46.189695	Raise right hand
2018-06-08 16:31:50.189695	end
2018-06-08 16:31:54.189695	Raise right hand
2018-06-08 16:31:58.189695	end
2018-06-08 16:32:02.189695	Raise left hand
2018-06-08 16:32:06.189695	end
2018-06-08 16:32:10.189695	Raise right hand
2018-06-08 16:32:14.189695	end
2018-06-08 16:32:18.189695	Raise right hand
2018-06-08 16:32:22.189695	end
2018-06-08 16:32:26.189695	Raise left hand
2018-06-08 16:32:30.189695	end
2018-06-08 16:32:34.189695	Raise right hand
2018-06-08 16:32:38.189695	end
2018-06-08 16:32:42.189695	Raise left hand
2018-06-08 16:32:46.189695	end
2018-06-08 16:32:50.189695	Raise left hand
2018-06-08 16:32:54.189695	end
2018-06-08 16:32:58.189695	Raise left hand
2018-06-08 16:33:02.189695	end
2018-06-08 16:33:06.189695	Raise left hand
2018-06-08 16:33:10.189695	end
2018-06-08 16:33:14.189695	Raise right hand
2018-06-08 16:33:18.189695	end
2018-06-08 16:33:22.189695	Raise right hand
2018-06-08 16:33:26.189695	end
2018-06-08 16:33:30.189695	Raise left hand
2018-06-08 16:33:34.189695	end
2018-06-08 16:33:38.189695	Raise left hand
2018-06-08 16:33:42.189695	end
2018-06-08 16:33:46.189695	Raise right hand
2018-06-08 16:33:50.189695	end
2018-06-08 16:33:54.189695	Raise left hand
2018-06-08 16:33:58.189695	end
2018-06-08 16:34:02.189695	Raise right hand
2018-06-08 16:34:06.189695	end
2018-06-08 16:34:10.189695	Raise right hand
2018-06-08 16:34:14.189695	end
2018-06-08 16:34:18.189695	Raise left hand
2018-06-08 16:34:22.189695	end
2018-06-08 16:34:26.189695	Raise left hand
2018-06-08 16:34:30.189695	end
