2018-06-08 16:48:50.166546	start
2018-06-08 16:48:52.166546	Raise left hand
2018-06-08 16:48:56.166546	end
2018-06-08 16:49:00.166546	Raise left hand
2018-06-08 16:49:04.166546	end
2018-06-08 16:49:08.166546	Raise right hand
2018-06-08 16:49:12.166546	end
2018-06-08 16:49:16.166546	Raise right hand
2018-06-08 16:49:20.166546	end
2018-06-08 16:49:24.166546	Raise right hand
2018-06-08 16:49:28.166546	end
2018-06-08 16:49:32.166546	Raise right hand
2018-06-08 16:49:36.166546	end
2018-06-08 16:49:40.166546	Raise left hand
2018-06-08 16:49:44.166546	end
2018-06-08 16:49:48.166546	Raise right hand
2018-06-08 16:49:52.166546	end
2018-06-08 16:49:56.166546	Raise right hand
2018-06-08 16:50:00.166546	end
2018-06-08 16:50:04.166546	Raise right hand
2018-06-08 16:50:08.166546	end
2018-06-08 16:50:12.166546	Raise left hand
2018-06-08 16:50:16.166546	end
2018-06-08 16:50:20.166546	Raise left hand
2018-06-08 16:50:24.166546	end
2018-06-08 16:50:28.166546	Raise right hand
2018-06-08 16:50:32.166546	end
2018-06-08 16:50:36.166546	Raise left hand
2018-06-08 16:50:40.166546	end
2018-06-08 16:50:44.166546	Raise left hand
2018-06-08 16:50:48.166546	end
2018-06-08 16:50:52.166546	Raise left hand
2018-06-08 16:50:56.166546	end
2018-06-08 16:51:00.166546	Raise left hand
2018-06-08 16:51:04.166546	end
2018-06-08 16:51:08.166546	Raise right hand
2018-06-08 16:51:12.166546	end
2018-06-08 16:51:16.166546	Raise right hand
2018-06-08 16:51:20.166546	end
2018-06-08 16:51:24.166546	Raise left hand
2018-06-08 16:51:28.166546	end
2018-06-08 16:51:32.166546	Raise left hand
2018-06-08 16:51:36.166546	end
2018-06-08 16:51:40.166546	Raise right hand
2018-06-08 16:51:44.166546	end
2018-06-08 16:51:48.166546	Raise right hand
2018-06-08 16:51:52.166546	end
2018-06-08 16:51:56.166546	Raise left hand
2018-06-08 16:52:00.166546	end
